#### 	 Vertical City Weather Generator (VCWG)  	 #### 
# Forcing parameters near surface or top of the domain based on user's choice 
# 0:time [hr] 1:T [K] 2:S [m s^-1] 3:RH [-] 4:q [kg kg^-1] 5:Pressure [Pa] 6:Rain [mm s^-1] 
392 289.975000 2.183333 0.570000 0.006800 99713.116667 0.000000 
393 290.783333 2.475000 0.538583 0.006800 99767.225000 0.000000 
394 291.491667 2.683333 0.512167 0.006800 99730.125000 0.000000 
395 292.100000 2.883333 0.484333 0.006600 99700.541667 0.000000 
396 291.050000 2.991667 0.471000 0.006000 99662.633333 0.000000 
397 291.316667 2.541667 0.456250 0.006000 99620.441667 0.000000 
398 291.991667 2.133333 0.437583 0.006000 99572.258333 0.000000 
399 292.416667 2.191667 0.426833 0.006000 99507.425000 0.000000 
400 292.358333 2.108333 0.437917 0.006100 99428.841667 0.000000 
401 291.891667 2.283333 0.469250 0.006400 99425.500000 0.000000 
402 291.116667 2.666667 0.507750 0.006600 99426.166667 0.000000 
403 290.316667 2.700000 0.554083 0.006800 99471.391667 0.000000 
404 289.516667 2.608333 0.602917 0.007000 99484.116667 0.000000 
405 288.900000 2.508333 0.645500 0.007300 99461.066667 0.000000 
406 288.391667 2.591667 0.683833 0.007400 99495.933333 0.000000 
407 287.983333 2.691667 0.725500 0.007700 99482.250000 0.000000 
408 287.033333 2.700000 0.807833 0.008100 99477.033333 0.000000 
409 286.491667 2.516667 0.839750 0.008100 99482.933333 0.000000 
410 286.083333 2.408333 0.868583 0.008100 99487.900000 0.000000 
411 285.775000 2.400000 0.888417 0.008200 99498.841667 0.000000 
412 285.566667 2.125000 0.892750 0.008100 99527.116667 0.000000 
413 286.283333 2.283333 0.819667 0.007800 99561.866667 0.000000 
414 287.175000 2.391667 0.762583 0.007700 99594.591667 0.000000 
415 287.891667 2.400000 0.725917 0.007600 99615.450000 0.000000 
416 288.316667 2.400000 0.712000 0.007700 99643.408333 0.000000 
417 288.991667 2.400000 0.684417 0.007700 99674.033333 0.000006 
418 289.233333 2.491667 0.667333 0.007600 99678.616667 0.000013 
419 289.800000 2.591667 0.638500 0.007600 99684.850000 0.000008 
420 290.216667 3.058333 0.631417 0.007700 99690.900000 0.000003 
421 290.433333 3.375000 0.631000 0.007800 99646.116667 0.000000 
422 290.175000 3.308333 0.644750 0.007800 99616.241667 0.000000 
423 290.150000 2.933333 0.646000 0.007900 99570.816667 0.000000 
424 290.058333 2.625000 0.650583 0.007900 99532.158333 0.000000 
425 289.775000 2.508333 0.667500 0.007900 99522.216667 0.000001 
426 289.291667 2.683333 0.695583 0.008000 99521.600000 0.000000 
427 288.883333 2.700000 0.729167 0.008200 99533.883333 0.000000 
428 288.483333 2.425000 0.754000 0.008200 99557.550000 0.000001 
429 288.175000 2.125000 0.772500 0.008300 99545.483333 0.000001 
430 287.966667 2.100000 0.788667 0.008300 99571.058333 0.000000 
431 287.950000 2.191667 0.800083 0.008500 99515.475000 0.000000 
432 287.858333 2.291667 0.813833 0.008600 99512.216667 0.000000 
433 287.666667 2.116667 0.829667 0.008600 99474.175000 0.000000 
434 287.191667 1.825000 0.845667 0.008500 99474.183333 0.000000 
435 286.783333 1.708333 0.878167 0.008600 99462.766667 0.000000 
436 286.566667 1.516667 0.875500 0.008500 99457.666667 0.000000 
437 286.916667 1.408333 0.840167 0.008300 99473.616667 0.000000 
438 287.775000 1.400000 0.777417 0.008100 99491.966667 0.000000 
439 288.766667 1.491667 0.721583 0.008000 99487.633333 0.000001 
440 289.675000 1.591667 0.675750 0.008000 99471.333333 0.000001 
441 290.391667 1.600000 0.640833 0.007900 99474.850000 0.000005 
442 291.275000 1.600000 0.590333 0.007700 99440.925000 0.000002 
443 292.358333 1.966667 0.526417 0.007400 99400.033333 0.000000 
444 292.908333 2.733333 0.522833 0.007600 99345.541667 0.000000 
445 293.316667 3.075000 0.521167 0.007700 99314.500000 0.000000 
446 293.441667 3.100000 0.524667 0.007900 99270.941667 0.000000 
447 293.450000 2.916667 0.533250 0.008000 99220.358333 0.000000 
448 293.358333 2.350000 0.541333 0.008100 99193.550000 0.000000 
449 293.075000 1.750000 0.556667 0.008200 99192.783333 0.000000 
450 292.683333 1.608333 0.572667 0.008200 99195.466667 0.000000 
451 292.283333 1.508333 0.594167 0.008300 99204.683333 0.000000 
452 291.700000 1.500000 0.624417 0.008400 99213.566667 0.000000 
453 291.100000 1.683333 0.657250 0.008500 99173.875000 0.000000 
454 290.683333 2.158333 0.684750 0.008600 99173.591667 0.000000 
455 290.283333 2.383333 0.711750 0.008800 99162.808333 0.000000 
456 289.058333 2.675000 0.779083 0.008900 99151.533333 0.000000 
457 288.583333 2.700000 0.816167 0.009000 99168.750000 0.000000 
458 288.091667 2.425000 0.819000 0.008800 99171.133333 0.000000 
459 287.591667 2.216667 0.828167 0.008600 99169.366667 0.000000 
460 287.183333 1.833333 0.867500 0.008800 99200.825000 0.000000 
461 287.333333 1.616667 0.856333 0.008700 99236.883333 0.000000 
462 288.541667 1.691667 0.773417 0.008500 99269.875000 0.000000 
463 289.933333 1.791667 0.700000 0.008400 99284.883333 0.000000 
464 291.150000 2.075000 0.648167 0.008400 99261.616667 0.000000 
465 292.166667 2.283333 0.602750 0.008300 99299.000000 0.000000 
466 293.075000 2.483333 0.562333 0.008200 99256.033333 0.000000 
467 293.883333 2.500000 0.523250 0.008100 99218.708333 0.000000 
468 295.233333 2.683333 0.474167 0.007900 99193.516667 0.000000 
469 295.625000 2.700000 0.459000 0.007900 99175.366667 0.000000 
470 295.925000 2.425000 0.445167 0.007800 99154.925000 0.000000 
471 296.041667 2.400000 0.436667 0.007700 99112.133333 0.000000 
472 295.775000 2.400000 0.440583 0.007600 99083.191667 0.000000 
473 295.200000 2.125000 0.462083 0.007700 99070.633333 0.000000 
474 294.508333 1.733333 0.476833 0.007600 99101.966667 0.000000 
475 293.900000 1.883333 0.504583 0.007800 99171.816667 0.000000 
476 293.116667 2.083333 0.548250 0.008100 99173.225000 0.000000 
477 292.225000 2.375000 0.595083 0.008300 99097.541667 0.000000 
478 291.325000 2.675000 0.638417 0.008400 99094.000000 0.000000 
479 290.608333 2.700000 0.683250 0.008600 99128.491667 0.000000 
480 289.358333 2.883333 0.755750 0.008800 99160.016667 0.000000 
481 288.608333 2.900000 0.804167 0.008900 99194.958333 0.000000 
482 288.091667 2.808333 0.837333 0.009000 99208.350000 0.000000 
483 287.500000 2.708333 0.868417 0.008900 99236.891667 0.000000 
484 287.450000 2.608333 0.861833 0.008800 99279.550000 0.000000 
485 288.000000 2.508333 0.811500 0.008600 99313.541667 0.000000 
486 289.058333 2.316667 0.736417 0.008400 99359.383333 0.000000 
487 289.791667 2.116667 0.694250 0.008300 99382.458333 0.000000 
488 290.675000 2.191667 0.652500 0.008200 99407.116667 0.000000 
489 291.850000 2.383333 0.605000 0.008200 99403.150000 0.000000 
490 292.500000 2.675000 0.578083 0.008200 99362.541667 0.000000 
491 293.191667 2.700000 0.546667 0.008100 99352.300000 0.000000 
492 293.525000 2.791667 0.535750 0.008100 99302.841667 0.000000 
493 293.916667 2.616667 0.523083 0.008100 99283.550000 0.000000 
494 294.225000 2.325000 0.511000 0.008000 99246.633333 0.000000 
495 294.250000 2.391667 0.505417 0.008000 99206.641667 0.000000 
496 294.066667 2.125000 0.509583 0.007900 99165.075000 0.000000 
497 293.591667 1.916667 0.527417 0.008000 99143.450000 0.000000 
498 292.908333 2.083333 0.552833 0.008000 99164.716667 0.000000 
499 292.025000 2.191667 0.593500 0.008200 99217.491667 0.000000 
500 291.125000 2.200000 0.640083 0.008300 99223.200000 0.000000 
501 290.408333 2.291667 0.685250 0.008500 99164.908333 0.000000 
502 289.800000 2.391667 0.722917 0.008600 99167.483333 0.000000 
503 289.383333 2.400000 0.752583 0.008800 99176.175000 0.000000 
504 288.341667 2.583333 0.792583 0.008600 99189.916667 0.000000 
505 287.883333 2.600000 0.818917 0.008600 99218.416667 0.000000 
506 287.300000 2.691667 0.868667 0.008800 99234.833333 0.000000 
507 286.791667 2.700000 0.905083 0.008900 99259.658333 0.000000 
508 286.383333 2.516667 0.901583 0.008600 99294.800000 0.000000 
509 286.716667 2.683333 0.856083 0.008400 99349.408333 0.000000 
510 287.575000 2.700000 0.798833 0.008300 99376.741667 0.000000 
511 288.291667 2.608333 0.756417 0.008200 99405.750000 0.000000 
512 288.900000 2.416667 0.731917 0.008200 99423.416667 0.000000 
513 289.866667 2.400000 0.669500 0.008000 99466.508333 0.000002 
514 290.408333 3.041667 0.638333 0.007900 99444.450000 0.000009 
515 290.450000 4.200000 0.625917 0.007800 99460.616667 0.000010 
516 289.533333 3.841667 0.647000 0.007600 99495.850000 0.000001 
517 289.450000 3.800000 0.655417 0.007600 99516.041667 0.000000 
518 289.358333 3.525000 0.660583 0.007600 99530.800000 0.000000 
519 289.533333 3.408333 0.656417 0.007700 99535.116667 0.000000 
520 289.458333 3.491667 0.660583 0.007700 99519.083333 0.000000 
521 289.083333 3.591667 0.676583 0.007700 99536.850000 0.000003 
522 288.500000 3.600000 0.699083 0.007700 99559.133333 0.000001 
523 287.991667 3.233333 0.723917 0.007700 99607.658333 0.000000 
524 287.491667 2.833333 0.742500 0.007600 99615.750000 0.000001 
525 287.083333 2.616667 0.771500 0.007700 99621.600000 0.000002 
526 286.775000 2.691667 0.780417 0.007600 99643.641667 0.000002 
527 286.475000 2.791667 0.791083 0.007600 99656.966667 0.000001 
528 286.450000 2.983333 0.772750 0.007400 99652.500000 0.000002 
529 286.175000 2.725000 0.776500 0.007300 99687.933333 0.000001 
530 286.058333 2.608333 0.790750 0.007400 99710.541667 0.000001 
531 285.775000 2.416667 0.801167 0.007300 99746.950000 0.000002 
532 285.750000 2.216667 0.788250 0.007200 99764.766667 0.000002 
533 285.750000 2.383333 0.767750 0.007000 99806.341667 0.000002 
534 286.025000 2.491667 0.745833 0.006900 99825.675000 0.000002 
535 286.416667 2.225000 0.718333 0.006800 99865.600000 0.000002 
536 287.000000 2.200000 0.693083 0.006900 99882.666667 0.000003 
537 287.600000 1.833333 0.655250 0.006700 99919.191667 0.000106 
538 288.383333 2.075000 0.620833 0.006700 99904.250000 0.000066 
539 289.091667 2.650000 0.585917 0.006600 99883.441667 0.000005 
540 287.958333 2.425000 0.703083 0.007400 99886.466667 0.000000 
541 288.125000 2.766667 0.711250 0.007600 99861.783333 0.000000 
542 288.241667 2.800000 0.706417 0.007600 99823.291667 0.000000 
543 288.250000 2.891667 0.704167 0.007600 99806.983333 0.000000 
544 288.250000 2.900000 0.702167 0.007500 99779.400000 0.000000 
545 288.066667 2.625000 0.710250 0.007500 99795.150000 0.000000 
546 287.775000 2.416667 0.726583 0.007600 99796.616667 0.000000 
547 287.566667 2.675000 0.745417 0.007700 99850.225000 0.000000 
548 287.366667 2.608333 0.766250 0.007800 99863.900000 0.000000 
549 287.166667 2.325000 0.781750 0.007800 99901.458333 0.000000 
550 286.966667 1.841667 0.793083 0.007800 99901.133333 0.000000 
551 286.950000 1.708333 0.802250 0.007900 99886.775000 0.000000 
552 286.583333 1.975000 0.854333 0.008200 99880.366667 0.000001 
553 286.641667 1.633333 0.854417 0.008300 99853.133333 0.000001 
554 286.833333 1.600000 0.850333 0.008300 99862.066667 0.000000 
555 286.850000 1.508333 0.856417 0.008400 99835.691667 0.000000 
556 286.850000 1.133333 0.869833 0.008500 99826.416667 0.000000 
557 287.216667 0.641667 0.819667 0.008200 99845.325000 0.000000 
558 288.075000 0.783333 0.762750 0.008100 99832.708333 0.000000 
559 288.883333 0.983333 0.717667 0.008000 99807.383333 0.000000 
560 290.233333 1.183333 0.644333 0.007900 99767.983333 0.000000 
561 291.450000 1.841667 0.602250 0.007900 99807.683333 0.000000 
562 292.375000 2.358333 0.577917 0.008100 99745.325000 0.000000 
563 293.275000 2.583333 0.556750 0.008200 99688.241667 0.000000 
564 293.166667 2.691667 0.562333 0.008300 99635.841667 0.000000 
565 293.883333 2.241667 0.544667 0.008400 99593.000000 0.000000 
566 294.500000 2.016667 0.529250 0.008400 99530.375000 0.000000 
567 294.825000 1.725000 0.517917 0.008400 99458.725000 0.000000 
568 294.941667 1.425000 0.519750 0.008500 99382.575000 0.000000 
569 294.583333 1.216667 0.535583 0.008600 99345.125000 0.000000 
570 294.183333 0.833333 0.548917 0.008600 99327.633333 0.000000 
571 293.875000 1.166667 0.559167 0.008600 99380.291667 0.000000 
572 293.483333 1.475000 0.581083 0.008700 99381.716667 0.000000 
573 292.991667 1.408333 0.616000 0.009000 99387.816667 0.000000 
574 292.583333 1.400000 0.652000 0.009300 99386.200000 0.000000 
575 292.366667 1.766667 0.674250 0.009500 99369.958333 0.000000 
576 290.608333 2.533333 0.742917 0.009300 99349.983333 0.000000 
577 290.725000 2.416667 0.748083 0.009500 99334.183333 0.000000 
578 290.383333 2.308333 0.780083 0.009700 99333.633333 0.000000 
579 289.616667 2.025000 0.818750 0.009700 99343.600000 0.000000 
580 289.000000 1.633333 0.824750 0.009300 99358.250000 0.000000 
581 288.766667 1.508333 0.823167 0.009200 99385.625000 0.000000 
582 289.575000 1.866667 0.768000 0.009000 99416.233333 0.000000 
583 290.566667 2.175000 0.712583 0.008900 99444.925000 0.000000 
584 291.475000 2.475000 0.656667 0.008700 99428.875000 0.000000 
585 292.283333 2.683333 0.613500 0.008500 99458.641667 0.000000 
586 293.083333 2.700000 0.564167 0.008300 99425.475000 0.000000 
587 293.883333 2.883333 0.521500 0.008000 99384.616667 0.000000 
588 294.316667 2.533333 0.478583 0.007600 99382.666667 0.000000 
589 294.716667 3.050000 0.456667 0.007400 99338.525000 0.000000 
590 294.658333 2.916667 0.444000 0.007200 99329.366667 0.000000 
591 294.558333 2.625000 0.432000 0.006900 99300.391667 0.000000 
592 294.091667 2.875000 0.432833 0.006700 99271.766667 0.000000 
593 293.500000 2.441667 0.444917 0.006700 99308.175000 0.000015 
594 292.808333 2.675000 0.461583 0.006600 99320.866667 0.000004 
595 292.108333 2.791667 0.493250 0.006800 99358.550000 0.000000 
596 291.408333 2.891667 0.528083 0.007000 99390.408333 0.000000 
597 290.708333 2.900000 0.558500 0.007000 99306.466667 0.000000 
598 290.283333 2.900000 0.585750 0.007200 99304.833333 0.000000 
599 289.883333 2.716667 0.614583 0.007400 99309.708333 0.000000 
600 290.125000 2.700000 0.595000 0.007200 99332.100000 0.000000 
601 289.783333 2.425000 0.628750 0.007500 99346.383333 0.000000 
602 289.200000 2.491667 0.665917 0.007600 99359.600000 0.000000 
603 288.600000 2.591667 0.683667 0.007500 99370.875000 0.000000 
604 288.275000 2.691667 0.695083 0.007500 99409.383333 0.000000 
605 288.341667 2.516667 0.652000 0.007100 99433.975000 0.000003 
606 289.266667 2.591667 0.592083 0.006800 99443.783333 0.000000 
607 289.991667 2.508333 0.586083 0.007100 99443.216667 0.000000 
608 290.508333 2.408333 0.594250 0.007400 99453.550000 0.000000 
609 291.008333 1.941667 0.590417 0.007600 99437.450000 0.000000 
610 291.600000 1.991667 0.573500 0.007700 99386.125000 0.000000 
611 292.016667 2.275000 0.561000 0.007700 99367.575000 0.000000 
612 292.508333 2.025000 0.507750 0.007200 99333.116667 0.000000 
613 292.733333 1.816667 0.491083 0.007000 99309.841667 0.000000 
614 292.566667 1.250000 0.496417 0.007000 99313.041667 0.000000 
615 292.458333 1.475000 0.507083 0.007100 99272.525000 0.000000 
616 292.266667 1.500000 0.527250 0.007300 99252.300000 0.000000 
617 292.066667 1.133333 0.547333 0.007500 99257.766667 0.000001 
618 291.775000 0.733333 0.571917 0.007700 99225.125000 0.000004 
619 291.566667 0.516667 0.597833 0.008000 99289.475000 0.000005 
620 291.275000 0.775000 0.622917 0.008200 99274.150000 0.000015 
621 290.883333 0.983333 0.656167 0.008400 99176.866667 0.000002 
622 290.483333 1.183333 0.680083 0.008500 99155.550000 0.000001 
623 289.991667 1.108333 0.707667 0.008600 99158.250000 0.000018 
624 289.583333 1.375000 0.700833 0.008300 99131.100000 0.000042 
625 289.366667 1.216667 0.718333 0.008300 99126.766667 0.000056 
626 289.075000 1.108333 0.741083 0.008500 99128.800000 0.000029 
627 288.775000 0.916667 0.767750 0.008600 99135.966667 0.000054 
628 288.475000 1.175000 0.796583 0.008700 99168.958333 0.000094 
629 288.541667 1.475000 0.809083 0.008900 99194.450000 0.000074 
630 288.825000 1.866667 0.806333 0.009000 99239.858333 0.000077 
631 288.941667 2.175000 0.813333 0.009200 99257.183333 0.000046 
632 289.041667 1.925000 0.821333 0.009300 99275.266667 0.000116 
633 289.691667 1.991667 0.798167 0.009500 99307.325000 0.000022 
634 290.208333 2.091667 0.769417 0.009400 99321.100000 0.000014 
635 290.891667 2.100000 0.733083 0.009400 99337.500000 0.000010 
636 291.775000 1.641667 0.665833 0.009000 99350.633333 0.000006 
637 292.308333 1.875000 0.638917 0.008900 99360.866667 0.000006 
638 292.166667 2.083333 0.636083 0.008800 99346.850000 0.000004 
639 292.058333 2.100000 0.622250 0.008600 99331.566667 0.000001 
640 291.591667 2.008333 0.622833 0.008300 99308.300000 0.000012 
641 291.183333 2.183333 0.630333 0.008200 99299.425000 0.000001 
642 290.508333 2.291667 0.658500 0.008200 99321.075000 0.000000 
643 289.625000 2.116667 0.694000 0.008200 99392.308333 0.000000 
644 288.908333 2.283333 0.723583 0.008100 99421.333333 0.000000 
645 288.208333 2.575000 0.752583 0.008100 99413.500000 0.000000 
646 287.600000 2.875000 0.777917 0.008000 99440.191667 0.000000 
647 287.091667 2.991667 0.799250 0.008000 99444.533333 0.000000 
648 285.766667 3.091667 0.866083 0.007900 99448.550000 0.000000 
649 285.466667 2.825000 0.869250 0.007800 99419.658333 0.000000 
650 285.266667 2.525000 0.858000 0.007600 99423.050000 0.000000 
651 285.341667 2.500000 0.845083 0.007500 99408.016667 0.000000 
652 285.533333 2.500000 0.822917 0.007400 99397.433333 0.000000 
653 286.100000 2.316667 0.783417 0.007300 99394.766667 0.000000 
654 286.975000 2.116667 0.717667 0.007100 99381.400000 0.000000 
655 288.058333 2.191667 0.643250 0.006900 99363.975000 0.000000 
656 289.066667 2.291667 0.579250 0.006600 99361.216667 0.000000 
657 289.975000 2.300000 0.536417 0.006500 99387.958333 0.000000 
658 290.783333 2.391667 0.509167 0.006500 99347.408333 0.000000 
659 291.491667 2.491667 0.497833 0.006600 99301.425000 0.000000 
660 292.283333 2.775000 0.469500 0.006500 99273.583333 0.000000 
661 292.441667 2.433333 0.488083 0.006900 99230.241667 0.000000 
662 292.541667 1.575000 0.498250 0.007100 99196.066667 0.000000 
663 292.550000 1.225000 0.506333 0.007200 99144.625000 0.000000 
664 292.550000 1.291667 0.521667 0.007400 99141.850000 0.000000 
665 292.183333 1.483333 0.537667 0.007500 99132.100000 0.000000 
666 291.783333 1.500000 0.555500 0.007500 99143.300000 0.000000 
667 291.383333 1.316667 0.571667 0.007500 99181.158333 0.000000 
668 291.075000 1.116667 0.594083 0.007700 99164.241667 0.000000 
669 290.775000 1.466667 0.620750 0.007900 99105.475000 0.000000 
670 290.475000 1.775000 0.636750 0.007900 99092.050000 0.000000 
671 290.083333 1.891667 0.650833 0.007900 99080.666667 0.000000 
672 288.308333 2.175000 0.619917 0.006700 99071.816667 0.000000 
673 287.783333 2.566667 0.649083 0.006800 99064.133333 0.000005 
674 287.291667 2.875000 0.682250 0.006900 99077.616667 0.000043 
675 286.700000 2.441667 0.704250 0.006900 99077.616667 0.000159 
676 286.375000 2.400000 0.712417 0.006800 99090.883333 0.000298 
677 286.350000 2.675000 0.747833 0.007200 99103.191667 0.000339 
678 286.441667 2.516667 0.799583 0.007700 99123.083333 0.000236 
679 286.633333 2.225000 0.825083 0.008000 99125.716667 0.000159 
680 286.925000 2.016667 0.841667 0.008400 99142.666667 0.000142 
681 287.408333 2.916667 0.789833 0.008100 99110.283333 0.000155 
682 287.633333 2.908333 0.804250 0.008400 99111.783333 0.000252 
683 287.558333 2.533333 0.833500 0.008600 99100.558333 0.000271 
684 286.908333 2.866667 0.860750 0.008500 99159.358333 0.000721 
685 287.216667 3.266667 0.865750 0.008800 99132.533333 0.000354 
686 287.250000 3.391667 0.877000 0.008900 99136.016667 0.000476 
687 287.250000 3.400000 0.888083 0.009000 99108.000000 0.000193 
688 287.341667 3.675000 0.876167 0.008900 99075.975000 0.000159 
689 287.258333 4.158333 0.888750 0.009000 99055.150000 0.000190 
690 287.250000 4.200000 0.871667 0.008900 99069.083333 0.000175 
691 287.158333 3.741667 0.852583 0.008600 99125.041667 0.000131 
692 287.058333 3.975000 0.818917 0.008200 99145.216667 0.000053 
693 286.591667 4.091667 0.806833 0.007800 99130.100000 0.000069 
694 286.000000 3.458333 0.806917 0.007500 99198.541667 0.000029 
695 285.583333 3.125000 0.799667 0.007300 99256.875000 0.000025 
696 285.458333 3.100000 0.746750 0.006700 99342.908333 0.000031 
697 284.900000 2.733333 0.770417 0.006700 99392.191667 0.000011 
698 284.575000 2.425000 0.759250 0.006400 99444.125000 0.000009 
699 284.550000 1.758333 0.730500 0.006200 99474.350000 0.000010 
700 284.458333 1.150000 0.764667 0.006400 99533.808333 0.000009 
701 284.266667 1.375000 0.814750 0.006800 99579.975000 0.000020 
702 284.525000 1.308333 0.855667 0.007200 99645.575000 0.000022 
703 285.100000 1.483333 0.843417 0.007400 99693.550000 0.000042 
704 285.791667 1.591667 0.797083 0.007300 99727.008333 0.000027 
705 286.216667 1.691667 0.749000 0.007100 99772.875000 0.000015 
706 286.800000 1.791667 0.677167 0.006600 99766.533333 0.000036 
707 287.400000 1.983333 0.591250 0.006000 99762.025000 0.000013 
708 288.550000 2.000000 0.509750 0.005600 99750.883333 0.000001 
709 288.833333 2.641667 0.506667 0.005600 99730.650000 0.000001 
710 288.850000 2.791667 0.496000 0.005500 99721.200000 0.000000 
711 288.758333 3.166667 0.503250 0.005600 99690.525000 0.000000 
712 288.291667 3.200000 0.538833 0.005800 99652.966667 0.000000 
713 287.883333 2.375000 0.574083 0.006000 99613.408333 0.000000 
714 287.758333 1.475000 0.577917 0.006000 99591.216667 0.000000 
715 287.658333 1.125000 0.585333 0.006100 99590.233333 0.000000 
716 287.650000 1.191667 0.605250 0.006300 99552.441667 0.000000 
717 287.558333 1.383333 0.633583 0.006500 99457.975000 0.000000 
718 287.550000 1.216667 0.679083 0.007000 99419.725000 0.000000 
719 287.550000 1.200000 0.707750 0.007300 99349.441667 0.000000 
720 286.266667 1.658333 0.780583 0.007400 99291.508333 0.000000 
721 286.241667 2.250000 0.776917 0.007400 99223.458333 0.000000 
722 286.158333 1.566667 0.785167 0.007400 99195.333333 0.000000 
723 285.875000 0.491667 0.807083 0.007500 99144.075000 0.000000 
724 286.033333 0.766667 0.798917 0.007500 99133.183333 0.000000 
725 286.141667 0.891667 0.781500 0.007400 99123.800000 0.000000 
726 286.700000 0.716667 0.708500 0.006900 99073.408333 0.000000 
727 287.116667 0.700000 0.680000 0.006800 99048.000000 0.000000 
728 287.333333 0.700000 0.683500 0.007000 99030.425000 0.000000 
729 287.441667 0.791667 0.688583 0.007100 99038.533333 0.000022 
730 287.450000 0.891667 0.715583 0.007400 99020.516667 0.000063 
731 287.266667 0.991667 0.756500 0.007700 99001.566667 0.000121 
732 286.608333 0.541667 0.804000 0.007800 99000.550000 0.000203 
733 286.458333 0.408333 0.859333 0.008300 98989.600000 0.000349 
734 286.633333 1.133333 0.820000 0.008000 98968.708333 0.000419 
735 286.558333 1.933333 0.776583 0.007500 98917.950000 0.000363 
736 286.458333 2.366667 0.777583 0.007500 98864.825000 0.000226 
737 286.358333 3.041667 0.777083 0.007500 98800.541667 0.000111 
738 286.166667 3.008333 0.775167 0.007300 98767.508333 0.000222 
739 286.058333 2.633333 0.771333 0.007300 98781.958333 0.000203 
740 286.050000 2.875000 0.775583 0.007300 98732.991667 0.000338 
741 286.050000 2.716667 0.779667 0.007300 98685.775000 0.000370 
742 286.416667 2.516667 0.766250 0.007400 98679.333333 0.000217 
743 286.450000 2.500000 0.765000 0.007400 98679.100000 0.000203 
